external_risk_estimate,months_since_oldest_trade_open,months_since_most_recent_trade_open,average_months_in_file,num_satisfactory_trades,num_trades_60_ever_2_derog_pub_rec,num_trades_90_ever_2_derog_pub_rec,percent_trades_never_delq,months_since_most_recent_delq,num_trades_open_in_last_12m,months_since_most_recent_inqexcl7days,num_inq_last_6m,num_inq_last_6m_excl7days,net_fraction_revolving_burden,net_fraction_install_burden,num_bank_2_natl_trades_w_high_utilization,debt_to_income,emp_length,loan_amount,total_credit_limit,current_installment_accounts,paid_total,num_mort_accounts,account_never_delinq_percent,balance,num_historical_failed_to_pay,num_total_cc_accounts,num_cc_carrying_balance,age,monthly_income,number_of_dependents,number_real_estate_loans_or_lines,revolving_utilization_of_unsecured_lines,is_bad
84,401,4,76,31,0,0,100,-7,2,0,0,0,18,-8,0,9.59,9.59,18200,46300,1,1156.08,2,100.0,17298.49,0,17,6,63,9583.0,0.0,1,0.06525639,0
56,308,7,98,23,8,7,75,12,1,-7,5,5,5,37,-8,27.86,27.86,14000,168793,5,1010.87,2,100.0,13584.79,0,20,10,24,0.0,0.0,0,0.9999999,0
66,135,9,57,17,1,1,94,3,6,0,1,1,6,-8,0,12.8,12.8,2000,34855,1,193.63,1,100.0,1856.02,1,6,2,74,4086.0,0.0,0,0.009027003,0
72,243,3,71,24,1,1,100,-7,3,0,2,2,2,96,0,29.81,29.81,8400,25595,1,1158.58,0,100.0,7641.68,0,7,4,54,5600.0,0.0,2,0.687154637,0
72,198,10,50,10,1,1,91,64,1,2,3,3,47,-8,0,11.46,11.46,25000,79281,2,4043.63,0,100.0,21975.24,0,17,7,34,3366.0,0.0,2,0.132159324,0
89,219,2,75,11,0,0,100,-7,1,0,0,0,4,-8,0,65.2,65.2,10000,91988,3,1018.54,0,100.0,9317.45,0,8,7,44,3783.0,3.0,1,0.13827913,0
61,111,5,38,14,0,0,100,-7,4,0,4,4,94,32,5,5.6,5.6,40000,44800,0,6011.18,0,100.0,34817.92,0,8,3,42,6559.0,0.0,2,0.091731453,0
82,139,9,59,17,0,0,100,-7,1,-8,0,0,0,-8,-8,6.17,0.0,30000,378250,0,2780.74,2,73.0,27743.79,0,8,5,78,4150.0,1.0,1,0.010923569,0
86,255,3,90,25,0,0,96,59,2,8,0,0,1,85,0,0.79,0.79,27000,79175,0,27033.5808,1,100.0,0.0,0,4,1,40,5000.0,2.0,0,0.9999999,0
62,247,11,93,29,2,2,90,37,1,16,0,0,67,-8,3,23.25,23.25,16000,36847,3,1214.29,0,100.0,15499.7,0,5,2,61,4333.0,3.0,1,0.079980005,0
81,148,1,72,16,0,0,94,62,2,0,2,2,0,94,-8,8.75,8.75,9600,68863,0,917.65,1,100.0,8904.13,0,3,2,38,3835.0,1.0,0,0.9999999,0
77,118,5,58,36,0,0,97,56,2,5,0,0,6,42,0,15.0,15.0,20000,29844,1,1829.79,0,100.0,18482.35,0,18,7,43,7500.0,3.0,2,0.9999999,0
78,144,1,39,18,0,0,100,-7,6,0,1,1,3,82,0,21.96,21.96,20000,51328,1,1937.27,0,100.0,18570.6,0,24,6,28,0.0,0.0,1,0.590013063,0
83,216,5,111,28,0,0,100,-7,1,4,1,1,0,62,0,17.96,0.0,14000,53200,0,1009.14,6,91.7,13532.58,0,14,7,29,4167.0,0.0,0,0.09631241,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,27.81,27.81,20000,87438,3,2074.14,1,100.0,18673.24,0,7,5,50,2500.0,1.0,0,0.520929591,0
54,123,6,54,21,0,0,88,4,3,0,0,0,63,45,1,13.0,13.0,19000,53373,2,2940.84,0,100.0,16604.1,1,11,3,45,7730.0,2.0,1,0.105059556,0
71,179,6,107,37,0,0,97,53,1,2,3,1,38,93,2,24.56,24.56,20000,41000,1,2351.04,0,91.7,19322.09,0,9,4,42,7666.0,1.0,2,0.003302172,0
78,311,5,72,17,0,0,100,-7,3,-7,1,1,32,-8,1,15.85,15.85,40000,250416,9,6534.92,1,97.7,35192.46,0,19,9,58,0.0,0.0,0,0.017499514,0
86,-8,7,145,12,0,0,100,-7,2,7,0,0,11,35,0,31.02,31.02,24000,95567,3,3048.5,0,100.0,21687.05,0,3,1,64,12501.0,1.0,2,0.337239209,0
82,205,5,68,15,0,0,87,19,3,-8,0,0,5,-8,0,1.41,1.41,40000,237356,0,3313.68,2,100.0,37878.15,0,9,3,81,0.0,0.0,0,0.028930634,0
78,77,7,37,11,0,0,100,-7,2,-8,0,0,37,20,0,23.02,0.0,18375,508904,2,6173.58,2,100.0,12637.22,0,6,3,61,3983.0,0.0,0,0.9999999,0
88,322,7,109,14,0,0,100,-7,1,1,1,1,9,67,0,7.89,7.89,10000,13270,0,1121.56,0,100.0,9612.43,0,4,3,80,14100.0,1.0,2,0.268129055,0
77,297,7,131,29,0,0,97,5,3,10,0,0,8,68,0,22.88,22.88,35000,96081,3,5839.96,0,89.5,30890.38,0,11,6,42,5588.0,1.0,0,0.022116298,0
66,176,7,61,24,0,0,92,0,1,0,0,0,18,92,1,23.02,23.02,11500,67963,3,1271.14,0,96.7,10781.51,0,16,4,65,8330.0,0.0,0,0.057742067,0
82,311,17,133,18,0,0,100,-7,0,-7,0,0,34,-8,1,30.84,30.84,8400,61255,8,1230.05,0,100.0,7693.87,0,10,8,57,8000.0,2.0,1,0.051938748,0
82,237,15,88,28,0,0,100,-7,0,14,0,0,7,48,0,10.36,10.36,10000,145446,2,964.26,3,94.4,9551.97,0,6,3,67,0.0,0.0,3,0.724963752,0
84,149,6,58,20,0,0,90,24,3,6,0,0,3,-8,0,5.98,5.98,17000,354505,1,1879.03,6,92.6,15937.93,0,12,4,35,4959.0,0.0,0,1.0,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.47,4.47,19200,66900,1,2911.03,0,100.0,16737.57,0,17,5,66,28000.0,0.0,2,0.421914691,0
76,163,5,80,44,0,0,100,-7,2,-7,1,1,14,57,2,8.1,8.1,10000,593350,5,956.98,2,100.0,9774.95,0,8,4,67,10000.0,1.0,3,0.137989197,0
74,377,6,110,33,1,0,94,36,3,0,0,0,13,67,2,8.93,8.93,14400,26100,0,2435.63,0,88.9,12731.53,0,9,5,56,13806.0,0.0,2,0.095952785,0
91,342,42,130,14,0,0,100,-7,0,-8,0,0,3,-8,0,23.24,0.0,5000,418155,2,858.89,5,96.7,4432.23,0,20,5,29,15000.0,0.0,0,0.383381265,0
84,288,2,85,11,0,0,100,-7,1,17,1,0,20,-8,1,8.2,0.0,2700,196305,0,518.51,2,72.7,2425.5,0,6,3,27,1800.0,0.0,0,0.111534341,0
75,174,9,78,17,1,1,100,-7,1,8,0,0,15,64,0,19.62,19.62,10000,34937,4,1027.75,0,100.0,9586.3,0,5,1,44,80700.0,1.0,3,0.219013707,0
91,355,18,200,8,0,0,100,-7,0,-8,0,0,8,-8,0,19.44,19.44,40000,256654,2,3819.07,2,100.0,37080.14,0,17,8,29,3950.0,0.0,0,0.9999999,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,15.94,15.94,10000,79132,15,1606.23,0,100.0,8782.01,0,5,5,51,21500.0,2.0,4,0.096439332,0
56,370,5,124,28,0,0,84,4,3,4,1,1,39,88,3,24.91,24.91,12000,40965,2,1685.19,0,100.0,10916.71,0,5,2,63,6380.0,0.0,1,0.477693306,0
81,187,4,90,22,0,0,100,-7,2,-8,0,0,29,81,0,46.32,46.32,2000,104397,3,199.66,0,95.8,1860.53,0,12,9,26,5200.0,0.0,0,0.9999999,0
71,409,12,137,44,0,0,100,-7,0,1,2,2,47,93,4,39.43,0.0,16000,405432,1,16272.5471577471,1,100.0,0.0,0,17,14,56,13900.0,0.0,1,0.279422869,0
71,179,2,59,25,0,0,96,46,7,2,2,2,39,85,1,18.0,0.0,20000,45900,1,2452.49,0,100.0,17971.08,2,8,2,54,1617.0,0.0,0,0.9999999,0
56,49,2,24,19,0,0,95,2,4,0,0,0,48,100,1,22.53,22.53,14400,93370,4,1420.65,0,95.0,13772.76,0,9,4,53,12083.0,0.0,1,0.059631011,0
89,396,15,129,15,0,0,100,-7,0,-8,0,0,3,-8,0,24.65,24.65,12000,404759,3,974.13,2,90.9,11635.12,0,12,2,48,0.0,0.0,0,0.9999999,0
89,464,4,185,15,0,0,100,-7,1,-8,0,0,9,94,0,30.76,30.76,12250,52652,2,2076.64,0,100.0,10840.17,0,4,2,57,0.0,0.0,1,0.055337601,0
75,-8,3,60,29,1,1,97,29,2,3,1,1,1,-8,0,17.05,17.05,21000,693147,2,1954.47,4,100.0,19434.52,0,18,6,41,4500.0,2.0,2,0.017014861,0
84,199,14,114,22,0,0,100,-7,0,7,0,0,11,33,0,13.27,13.27,11200,65475,1,1535.39,1,81.8,10188.92,0,9,5,57,3155.0,0.0,1,0.232466621,0
79,205,3,82,15,0,0,93,52,1,0,0,0,26,-8,1,26.32,26.32,12000,55419,3,12447.5237608728,0,87.0,0.0,0,16,6,46,3732.0,0.0,0,0.165751474,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,27.41,27.41,29600,330391,3,3800.23,3,100.0,26727.79,0,9,2,33,1500.0,0.0,0,0.9999999,0
80,138,44,97,26,0,0,100,-7,0,6,0,0,8,-8,0,19.33,19.33,10800,113207,2,521.34,0,100.0,10570.5,0,4,4,59,12680.0,5.0,2,0.037127729,0
88,190,6,65,20,0,0,100,-7,1,5,1,1,0,50,0,16.38,16.38,5000,151225,2,597.96,3,100.0,4488.63,0,12,4,25,2200.0,0.0,0,0.363674235,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,50.47,0.0,11500,441832,1,1779.95,5,95.2,10049.88,1,19,9,47,8500.0,2.0,2,0.579427876,0
75,326,5,61,19,0,0,100,-7,4,0,1,1,20,-8,1,5.89,5.89,3000,41600,1,505.17,0,83.3,2652.39,0,5,3,67,4333.0,1.0,2,0.018648089,0
84,93,4,37,7,0,0,100,-7,4,-7,3,3,16,-8,0,15.17,15.17,30000,28128,1,5389.03,0,81.8,27696.11,0,6,1,58,8333.0,0.0,2,0.222525916,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,30.08,30.08,24000,268984,3,2119.01,8,64.0,22806.46,0,5,0,38,7000.0,0.0,1,0.0878554,0
69,102,5,39,22,0,0,100,-7,4,1,5,5,31,-8,2,20.55,20.55,35000,137762,5,5753.42,0,100.0,30854.83,0,9,6,31,7363.0,2.0,0,0.312576701,0
66,105,8,46,20,0,0,100,-7,1,0,1,1,78,67,4,21.86,21.86,6175,510674,2,801.87,3,68.4,5533.67,0,12,3,26,0.0,0.0,0,0.94483793,0
57,42,6,19,10,0,0,90,2,3,-7,1,1,17,-8,1,33.78,33.78,10000,179918,3,1248.49,1,100.0,9002.87,0,9,4,59,10500.0,0.0,0,0.001952646,0
84,146,11,49,14,0,0,100,-7,1,4,1,1,1,-8,0,8.74,8.74,40000,67700,1,2686.58,0,100.0,38515.53,0,12,10,49,0.0,0.0,1,0.192540373,0
80,109,7,58,36,0,0,100,-7,3,-7,0,0,7,23,1,2.5,2.5,18000,6000,0,886.35,0,100.0,17617.52,0,2,2,46,4500.0,0.0,1,0.853219656,0
68,273,8,105,44,3,1,86,11,2,1,1,1,5,77,0,33.41,33.41,14000,180910,9,1787.4,2,100.0,13270.3,0,18,7,32,6879.0,2.0,1,0.327601719,0
80,174,9,83,20,0,0,95,-8,1,0,0,0,-8,-8,0,13.22,13.22,35000,125664,0,2602.16,0,100.0,33876.29,0,24,6,65,5000.0,0.0,2,0.208992057,0
66,74,3,21,13,0,0,92,-8,6,0,4,4,33,61,0,33.84,33.84,28000,154069,4,2833.09,0,100.0,26075.44,0,15,7,36,7500.0,1.0,1,0.788303503,0
86,144,21,93,7,0,0,100,-7,0,-8,0,0,12,-8,0,22.49,22.49,30000,362866,8,2444.76,4,98.0,28349.16,0,24,10,86,6067.0,0.0,0,0.009633173,0
70,281,9,55,14,0,0,93,8,2,14,0,0,58,45,1,11.85,11.85,30000,52600,2,2648.78,0,100.0,28508.06,0,12,4,28,5000.0,2.0,0,0.314901593,0
76,78,3,70,23,0,0,100,-7,5,0,2,2,76,-8,2,21.05,21.05,2400,32430,1,320.04,0,100.0,2175.73,0,5,4,69,3564.0,0.0,1,0.26098013,0
64,282,17,81,32,1,0,76,1,0,23,0,0,17,56,0,2.69,2.69,30000,79104,0,2755.87,0,100.0,27723.52,0,11,5,51,4400.0,3.0,2,0.141545775,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,18.52,18.52,16000,739401,2,1587.15,1,93.3,15320.78,1,17,7,59,9082.0,0.0,0,0.212474334,0
56,199,10,108,33,5,4,89,1,1,0,1,1,83,45,1,2.39,2.39,8000,68700,0,8024.7600000002,0,100.0,0.0,0,8,2,62,12500.0,2.0,2,0.006112454,0
87,169,5,89,15,0,0,100,-7,1,5,0,0,4,86,0,22.78,22.78,20000,82706,4,1988.48,0,96.3,18540.27,0,9,3,55,11766.0,1.0,4,0.099099601,0
64,88,8,38,3,1,1,75,72,1,0,0,0,120,91,-8,16.98,16.98,10000,180995,12,918.62,2,76.3,9241.17,0,15,6,66,2550.0,0.0,2,0.139172166,0
71,-8,4,43,15,0,0,93,44,1,-7,2,2,44,89,0,12.73,12.73,9600,189602,2,1166.36,2,94.4,8617.52,0,7,2,61,4500.0,0.0,4,0.128706063,0
86,350,19,121,15,0,0,100,-7,0,0,1,1,12,-8,0,20.95,20.95,12000,378002,3,1840.52,5,100.0,10474.0,0,10,3,56,6568.0,0.0,2,0.032097692,0
84,209,47,118,11,0,0,100,-7,0,6,0,0,11,-8,0,18.56,18.56,10000,78055,2,1628.79,0,100.0,8798.08,0,20,4,31,6900.0,0.0,2,0.097512197,0
81,137,1,55,20,0,0,100,-7,3,1,4,3,33,92,0,26.16,26.16,10000,61477,2,1145.3,1,100.0,9399.96,1,8,2,45,6976.0,2.0,1,0.709838163,0
66,176,7,61,24,0,0,92,0,1,0,0,0,18,92,1,20.69,20.69,6500,91976,16,789.72,0,100.0,5834.78,1,12,4,27,4500.0,0.0,0,0.035347467,0
90,175,38,132,11,0,0,100,-7,0,-8,0,0,0,-8,0,28.28,28.28,4600,81019,2,499.92,0,96.0,4332.67,0,9,6,37,10400.0,0.0,3,0.002385757,0
76,201,13,87,18,0,0,100,-7,0,0,0,0,75,83,1,7.93,7.93,5000,12300,1,177.62,2,83.3,4899.84,0,8,2,51,0.0,3.0,2,0.528888503,0
82,476,3,113,25,0,0,100,-7,3,-7,3,3,0,98,1,37.19,37.19,10000,66475,1,707.08,0,100.0,9576.69,0,15,11,63,6916.0,0.0,0,0.021773491,0
73,409,7,94,38,0,0,100,-7,2,0,1,1,27,69,2,32.11,32.11,20000,494393,3,1898.68,1,100.0,18495.85,1,3,2,43,5416.0,2.0,5,0.214195598,0
75,273,10,107,27,1,0,93,18,1,10,0,0,26,91,0,6.8,6.8,7000,104390,2,905.0,0,95.0,6325.36,0,15,6,47,5950.0,0.0,3,0.151083823,0
90,280,6,92,18,0,0,100,-7,3,1,1,1,4,86,0,17.25,17.25,10000,28270,1,914.73,1,92.9,9522.69,0,5,2,46,12000.0,1.0,0,0.37183699,0
87,156,6,104,13,0,0,100,-7,1,0,0,0,26,-8,0,28.56,28.56,12800,200790,11,2319.94,3,97.9,11425.01,0,13,6,63,0.0,0.0,1,0.055085369,0
74,191,4,66,37,0,0,97,13,1,-7,0,0,33,83,0,21.97,21.97,13650,472489,4,1530.13,3,100.0,12810.59,0,5,2,42,6750.0,1.0,0,0.057811792,0
57,317,2,93,21,3,3,76,1,1,-7,5,5,62,-8,2,5.81,5.81,15000,87777,2,923.24,0,100.0,14227.72,0,16,2,34,10986.0,4.0,2,0.5376283,0
83,157,25,206,5,0,0,100,-7,0,7,0,0,15,-8,0,8.51,8.51,25000,129010,1,3869.49,1,100.0,21847.54,0,6,2,42,4500.0,0.0,0,0.033505931,0
75,138,5,68,28,0,0,100,-7,2,2,1,1,0,82,0,28.77,28.77,10000,198533,1,774.4,2,100.0,9695.43,0,4,2,28,4800.0,1.0,0,0.9999999,0
84,137,3,87,22,0,0,95,-8,1,0,0,0,8,-8,0,23.18,23.18,12800,166179,2,1186.44,2,100.0,11837.36,0,14,2,64,5787.0,2.0,0,0.687520833,0
66,150,10,69,17,1,0,90,9,2,3,1,1,33,81,0,29.91,29.91,15000,230366,3,1480.23,1,100.0,13927.93,0,36,9,63,4500.0,0.0,1,0.33142939,0
76,333,8,145,15,1,1,94,70,2,-7,4,4,32,-8,0,35.49,35.49,20000,312303,3,1800.73,3,100.0,18452.04,0,17,7,50,12166.0,0.0,1,0.9999999,0
82,225,9,86,41,0,0,98,32,1,-7,0,0,19,76,0,31.44,31.44,10000,100493,2,683.52,0,96.2,9648.51,0,21,5,44,17500.0,3.0,0,0.394801079,0
88,113,25,72,14,0,0,100,-7,0,0,0,0,4,-8,0,16.47,16.47,3000,27567,5,190.07,0,100.0,2855.63,0,8,3,68,2032.0,0.0,0,0.288317832,0
86,249,13,108,21,0,0,100,-7,0,13,0,0,4,28,0,17.95,17.95,10000,30500,1,989.49,0,100.0,9296.37,0,12,12,36,0.0,0.0,1,0.033416555,0
87,146,6,85,6,0,0,100,-7,1,6,0,0,14,-8,0,8.18,8.18,40000,254094,1,4839.54,2,100.0,35906.37,0,35,4,72,2583.0,0.0,0,0.181760586,0
43,137,2,46,5,5,3,55,3,3,0,3,3,94,88,2,16.04,16.04,10000,47424,2,1211.6,0,100.0,8976.56,0,17,9,47,5020.0,0.0,1,0.01686102,0
89,188,38,83,21,0,0,100,-7,0,-8,0,0,0,-8,0,18.76,18.76,30000,67251,2,2924.08,0,94.1,27855.89,0,12,7,41,2687.0,2.0,2,0.061293774,0
71,128,4,58,15,1,1,100,-7,2,3,1,1,0,-8,0,11.37,11.37,10000,17647,1,1484.23,0,100.0,9135.4,0,2,1,60,0.0,0.0,1,0.075374991,0
66,192,2,84,10,5,4,56,26,1,0,1,1,11,3,1,17.65,17.65,10000,23200,0,968.05,8,80.0,9280.21,0,7,5,75,0.0,0.0,1,0.050947453,0
81,220,3,86,44,0,0,100,-7,3,0,2,2,0,-8,0,20.78,20.78,15000,47490,3,2770.63,0,100.0,13410.6,0,2,2,39,8167.0,4.0,1,0.065846708,0
79,305,1,108,25,0,0,93,39,2,0,2,2,22,82,0,25.14,25.14,2500,120960,9,320.98,0,97.5,2257.4,0,17,12,83,2400.0,0.0,0,0.081232008,0
69,10,9,77,12,2,1,71,17,2,-8,0,0,-8,88,-8,23.65,23.65,14400,94676,6,2248.87,0,100.0,12599.19,0,8,3,67,0.0,0.0,1,0.015256925,0
88,365,5,166,29,0,0,97,14,2,17,0,0,10,-8,0,15.82,15.82,2000,27979,1,333.75,0,94.4,1765.13,0,7,3,81,0.0,0.0,0,0.043243717,0
82,172,0,71,23,0,0,100,-7,4,0,1,1,4,81,0,0.67,0.67,10000,58200,0,1502.79,1,100.0,8704.48,1,17,4,96,0.0,0.0,0,0.9999999,0
62,323,1,104,14,7,7,100,-7,2,0,1,1,4,100,0,27.93,0.0,10000,71174,2,1351.61,0,100.0,9078.33,1,30,11,65,21000.0,1.0,0,0.215692492,0
90,182,4,129,15,0,0,100,-7,1,-7,1,1,0,98,0,27.98,27.98,12000,144973,3,12105.6628169987,0,100.0,0.0,0,16,11,53,4246.0,0.0,0,0.176682332,0
85,148,4,58,42,0,0,100,-7,4,0,3,3,2,100,0,20.5,20.5,4000,75570,2,499.43,0,100.0,3601.11,0,14,2,35,8400.0,2.0,1,0.011272471,0
77,198,6,71,47,0,0,100,-7,2,0,3,3,18,75,0,12.38,12.38,17000,544965,9,1585.89,4,96.2,16154.59,0,15,8,46,0.0,3.0,3,0.988821828,0
61,158,20,71,21,0,0,95,47,0,0,1,1,95,-8,4,6.3,6.3,10000,14200,1,1379.24,0,100.0,9097.26,0,4,4,58,14065.0,0.0,3,0.319254982,0
75,129,3,70,22,0,0,96,44,3,-7,1,1,47,11,0,17.35,17.35,16000,47114,3,2781.89,0,94.1,14183.12,1,10,6,57,10700.0,3.0,1,0.149731638,0
69,70,3,35,21,0,0,100,-7,6,2,4,4,43,-8,3,23.05,23.05,15000,152483,3,2438.29,0,100.0,13173.03,0,8,2,63,3416.0,0.0,1,0.0,0
69,271,2,101,22,0,0,100,-7,1,2,4,4,32,35,3,18.39,18.39,30000,174300,3,4368.84,1,90.0,27442.4,0,5,3,48,10000.0,3.0,0,0.135377855,0
75,176,3,69,18,0,0,100,-7,1,0,0,0,48,51,1,16.08,16.08,10000,21645,1,1011.68,0,80.0,9312.56,0,12,1,45,3200.0,4.0,0,0.08939553,0
57,189,4,71,26,1,0,86,4,4,4,1,1,62,18,2,20.59,20.59,7200,125390,1,931.58,0,100.0,6395.73,0,28,5,49,7000.0,2.0,2,0.05211666,0
33,243,12,88,13,6,1,50,1,0,0,2,2,51,66,-8,21.05,21.05,35000,279032,1,4667.06,2,100.0,31729.59,0,13,5,54,20373.0,0.0,3,0.126019431,0
88,225,6,112,23,0,0,96,18,2,-7,0,0,3,-8,0,18.62,18.62,12000,356854,2,719.12,2,100.0,11382.18,0,7,3,28,2271.0,0.0,0,0.982017982,0
66,184,6,44,5,1,1,100,-7,3,0,1,1,32,88,0,9.55,9.55,19000,60654,2,1254.73,0,100.0,18294.68,2,10,3,65,6636.0,1.0,1,0.035182632,0
67,208,1,74,43,0,0,98,12,3,3,3,3,36,88,2,24.69,24.69,16800,376749,2,1149.11,1,100.0,16201.86,0,6,4,71,6939.0,1.0,0,0.003780054,0
86,246,4,99,19,0,0,100,-7,1,1,3,3,3,65,0,14.11,14.11,27000,42000,1,2395.23,0,75.0,25602.65,0,3,1,51,15063.0,1.0,3,0.275775522,0
72,428,18,102,26,0,0,96,14,0,17,0,0,22,53,2,14.08,14.08,30000,171659,4,1360.45,0,97.4,29291.94,0,16,4,38,5120.0,1.0,1,0.02554499,0
88,205,8,138,37,0,0,100,-7,1,19,0,0,2,-8,0,20.13,20.13,10000,111200,1,1214.98,3,100.0,8976.56,0,8,3,39,1700.0,0.0,0,0.000260866,0
76,163,5,80,44,0,0,100,-7,2,-7,1,1,14,57,2,22.69,22.69,5000,290649,1,5070.6541678132,2,100.0,0.0,0,18,8,70,0.0,0.0,0,0.0,0
79,414,8,120,32,0,0,97,17,1,12,0,0,27,70,0,24.54,24.54,10800,60917,6,1343.05,0,73.7,9713.83,0,8,5,53,3600.0,3.0,0,0.180682,0
79,199,7,121,18,0,0,100,-7,1,0,1,1,21,15,1,4.15,4.15,2750,6600,0,463.1,0,100.0,2431.33,0,3,3,48,3076.0,0.0,1,0.011665889,0
68,212,3,89,33,0,0,97,13,3,3,1,1,43,68,0,10.33,10.33,8000,80385,14,1399.58,1,93.3,7103.69,0,14,5,26,6500.0,0.0,0,1.0,0
57,336,2,90,36,0,0,90,26,5,6,0,0,79,74,5,27.16,27.16,12800,41068,4,1405.75,0,100.0,12004.36,0,5,3,51,4833.0,0.0,0,0.907365853,0
81,370,6,78,25,0,0,96,24,1,0,1,1,0,67,0,33.19,0.0,35000,195593,2,3439.92,1,100.0,32537.32,0,11,7,27,0.0,0.0,11,0.001351169,0
85,420,7,109,22,0,0,96,81,2,0,0,0,1,-8,0,21.1,21.1,20000,68700,0,3406.01,0,100.0,17698.3,0,34,16,64,3250.0,0.0,0,0.252754618,0
68,135,5,64,19,2,0,90,12,4,0,0,0,41,92,1,37.33,37.33,22000,203941,6,3162.01,0,100.0,20097.91,0,23,8,59,14000.0,0.0,2,0.148343426,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.66,25.66,20000,130151,3,1686.01,2,97.5,18952.04,0,11,5,32,4166.0,0.0,0,1.0,0
74,265,6,79,28,0,0,100,-7,2,8,0,0,96,92,2,29.34,29.34,35000,215197,2,4674.48,3,91.7,33289.3,0,16,6,70,0.0,0.0,0,0.00336984,0
81,291,42,135,6,0,0,67,77,0,0,0,0,17,-8,0,18.07,0.0,38000,368927,2,1798.74,4,95.5,37037.58,0,14,8,54,3416.0,0.0,0,0.65049998,0
80,95,30,65,5,0,0,80,67,0,-8,0,0,2,57,0,16.6,16.6,3600,186683,8,358.96,1,96.2,3361.16,0,15,2,55,7200.0,1.0,1,0.042873229,0
82,233,43,96,15,0,0,100,-7,0,-7,0,0,45,71,0,27.53,27.53,6000,148679,3,642.54,1,82.1,5616.66,0,13,5,60,0.0,0.0,2,0.0,0
82,129,14,65,19,0,0,100,-7,0,1,2,2,12,80,0,13.58,13.58,18000,575389,2,1735.66,4,81.8,17193.55,0,14,8,63,15333.0,0.0,1,0.044865919,0
77,168,17,105,17,2,2,80,17,0,1,1,1,6,61,0,17.05,17.05,10000,312983,6,1606.23,2,57.6,8782.01,1,9,7,52,0.0,0.0,2,0.0,0
81,118,2,60,6,0,0,100,-7,1,0,3,3,6,-8,1,17.95,0.0,20000,13200,0,2023.35,0,100.0,18625.12,1,8,6,77,8600.0,0.0,1,0.007639694,0
64,276,2,74,24,1,1,96,3,4,0,2,2,59,73,1,30.74,30.74,35000,673150,4,3229.91,3,100.0,32367.76,0,37,20,39,11344.0,3.0,1,0.041473847,0
91,175,6,127,16,0,0,100,-7,1,-8,0,0,3,-8,0,38.95,38.95,29825,392415,0,2277.41,3,91.3,28916.69,0,19,12,74,0.0,1.0,1,0.004854275,0
72,149,2,63,46,0,0,100,-7,4,-7,4,4,34,83,2,54.6,54.6,23000,111946,4,2043.19,0,100.0,21874.49,1,17,8,62,8533.0,0.0,2,0.060494001,0
63,224,4,52,28,1,1,96,29,4,6,0,0,42,73,3,4.75,4.75,35000,298154,1,2188.23,1,93.3,33629.93,0,8,6,69,0.0,1.0,0,0.018495857,0
88,113,25,72,14,0,0,100,-7,0,0,0,0,4,-8,0,29.53,29.53,24000,115970,3,2053.45,0,100.0,22772.89,0,12,8,59,12000.0,0.0,1,0.01555156,0
72,88,8,70,19,2,2,95,49,1,-7,0,0,0,-8,0,22.09,22.09,14000,33200,3,1894.82,1,96.2,13315.72,1,27,8,66,6000.0,0.0,1,0.219934321,0
74,435,4,192,12,0,0,77,18,1,-8,0,0,56,-8,0,23.88,23.88,1800,48251,2,171.89,0,92.9,1668.58,0,12,3,64,7500.0,0.0,0,0.000333286,0
84,217,19,94,25,0,0,100,-7,0,20,0,0,13,-8,0,1.2,1.2,10000,18000,0,0.0,0,100.0,10000.0,0,2,2,66,10334.0,4.0,1,0.034262493,0
70,460,1,136,38,3,0,91,23,3,1,5,5,16,45,1,42.65,42.65,5000,188527,3,711.82,0,100.0,4588.46,0,9,4,57,0.0,0.0,0,0.006666517,0
83,228,2,95,46,0,0,100,-7,3,1,1,1,26,100,1,27.78,0.0,14000,282863,2,1374.63,4,97.0,13372.73,0,23,4,47,0.0,0.0,0,0.9999999,0
63,426,3,90,18,4,3,95,36,2,0,2,2,60,69,1,16.37,16.37,14400,67600,2,2296.85,0,100.0,12634.44,0,14,4,47,3300.0,0.0,1,0.737454168,0
81,253,13,114,15,0,0,87,9,0,0,1,1,8,-8,0,21.69,21.69,40000,249867,1,5099.82,2,98.7,36092.05,0,64,18,37,2600.0,2.0,2,0.79149824,0
88,277,10,127,24,0,0,100,-7,1,12,0,0,2,86,0,17.25,17.25,12000,96600,9,1080.45,0,100.0,11071.21,0,2,2,60,4732.0,0.0,2,0.000777756,0
34,157,31,91,1,8,7,33,1,0,0,4,4,100,-8,1,17.51,0.0,6000,29800,2,4139.05,0,100.0,2000.0,1,20,9,42,7500.0,2.0,3,0.356773753,0
